663821,s948047
663821,s34945401
663821,s84097505
663821,s79213851
663821,s87544655
663821,s125969381
663821,s18063013
663821,s60767065
663821,s739870792
663821,s119437608
663821,s374681251
663821,s623093882
663821,s725274
663821,s128099517
663821,s3102130
663821,s95978792
663821,s3134033
663821,s75072795
663821,s95938334
663821,s15546830
663821,s2120967
663821,s61292006
663821,s94652218
663821,s4928709
663821,s141939687
663821,s122440564
663821,s83753452
663821,s492924412
663821,s100063586
663821,s126318307
663821,s71217501
663821,s3098840
663821,s863103
663821,s819736552
663821,s772603752
663821,s541223312
663821,s380709491
663821,s66221584
663821,s121530352
663821,s62720329
663821,s99396898
663821,s70355583
663821,s79044232
663821,s850423
663821,s66642650
663821,s119966038
663821,s134527930
663821,s378751241
663821,s7561772
663821,s3157688
663821,s405549412
663821,s66609426
663821,s482990352
663821,s127031683
663821,s3973902
663821,s5317041
663821,s903466
663821,s18181613
663821,s89458301
663821,s71886591
663821,s84575503
663821,s74578093
663821,s383683641
663821,s69000543
663821,s1137255
663821,s68515338
663821,s35946821
663821,s77377653
663821,s7868648
663821,s921875
663821,s61424044
663821,s132194662
663821,s3252251
663821,s132026590
663821,s104791420
663821,s78915850
663821,s139470659
663821,s101640959
663821,s696429242
663821,s65441972
663821,s74173002
663821,s134605935
663821,s73941787
663821,s78232944
663821,s401053382
663821,s532915
663821,s106883606
663821,s377386561
663821,s481487702
663821,s133099596
663821,s3963789
663821,s97313252
663821,s78098991
663821,s134527362
663821,s114286682
663821,s86541429
663821,s3976601
663821,s3787855
663821,s120737440
663821,s125987687
1138437,s15218972
1138437,s2754456
1138437,s3155135
1138437,s73949552
1138437,s351990391
1138437,s127338613
1138437,s128878464
1138437,s3155488
1138437,s492150022
1138437,s70820770
1138437,s505204262
1138437,s603140762
1138437,s68097787
1138437,s93477530
1138437,s116944266
1138437,s17506060
1138437,s3155471
1138437,s74494858
1138437,s3016968
1138437,s88796267
1138437,s71788159
1138437,s102400506
1138437,s35357851
1138437,s126011307
1138437,s64507626
1138437,s463782712
1138437,s2518361
1138437,s1175620
1138437,s68414397
1138437,s110008540
1138437,s3643263
1138437,s3100596
1138437,s75337327
1138437,s7706093
1138437,s3157624
1138437,s1574150
1138437,s124262674
1138437,s516396522
1138437,s543575302
1138437,s570650
1138437,s70274246
1138437,s1067076
1138437,s88003859
1138437,s133582024
1138437,s785176
1138437,s95292396
1138437,s402893162
1138437,s80446158
1138437,s356779351
1138437,s125756472
1138437,s599991
1138437,s3152603
1138437,s3099086
1138437,s3089501
1138437,s522178342
1138437,s395728132
1138437,s93477524
1138437,s139657281
1138437,s3127387
1138437,s3089502
1138437,s798382542
1138437,s65366346
1138437,s102420490
1138437,s1175615
1138437,s89158299
1138437,s548365
1138437,s3614124
1138437,s7818900
1138437,s133931370
1138437,s503114772
1138437,s112076884
1138437,s541223312
1138437,s464345902
1138437,s92213556
1138437,s80164460
1138437,s3102130
1138437,s376480961
1138437,s125983479
1138437,s8163761
1138437,s58371941
1138437,s350043571
1138437,s137238844
1138437,s14495791
1138437,s501223572
1138437,s572881
1138437,s695870892
1138437,s63480992
1138437,s620156052
1138437,s97081744
1138437,s2043943
1138437,s472898512
1138437,s883648
1138437,s266039
1138437,s6435782
1138437,s758439
1138437,s130852382
1138437,s881563
1138437,s118187946
1138437,s134527358
1138437,s462630402
1267440,s2307303
1267440,s870158192
1267440,s65322796
1267440,s9440536
1267440,s61602244
1267440,s716509072
1267440,s6113111
1267440,s425530702
1267440,s93009836
1267440,s1151624
1267440,s70893460
1267440,s662879
1267440,s77908596
1267440,s40816151
1267440,s694256922
1267440,s624640052
1267440,s1151614
1267440,s117728340
1267440,s61043347
1267440,s6715840
1267440,s92011220
1267440,s73164386
1267440,s3866060
1267440,s145581122
1267440,s124600306
1267440,s106310950
1267440,s12945238
1267440,s2204078
1267440,s676577672
1267440,s3839820
1267440,s137603179
1267440,s7009404
1267440,s138126947
1267440,s462448692
1267440,s524903592
1267440,s648562702
1267440,s79538748
1267440,s3837470
1267440,s522321382
1267440,s1100395
1267440,s96468152
1267440,s5235382
1267440,s492348772
1267440,s70876820
1267440,s598970452
1267440,s145581114
1267440,s426976942
1267440,s3765260
1267440,s524903552
1267440,s77911656
1267440,s460379542
1267440,s591484612
1267440,s10496881
1267440,s6591578
1267440,s2129681
1267440,s84195535
1267440,s13175864
1267440,s740289
1267440,s847839602
1267440,s116783786
1267440,s66890890
1267440,s90592723
1267440,s484637012
1267440,s61424045
1267440,s6808623
1267440,s3819914
1267440,s498469942
1267440,s3785268
1267440,s576523042
1267440,s74569228
1267440,s870947
1267440,s4315684
1267440,s132438128
1267440,s40067701
1267440,s363834651
1267440,s101250806
1267440,s70134645
1267440,s1151615
1267440,s102567076
1267440,s682460102
1267440,s3201976
1267440,s60936238
1267440,s78551135
1267440,s94311560
1267440,s69601419
1267440,s25237161
1267440,s620352922
1267440,s61569723
1267440,s467064822
1267440,s7408241
1267440,s384103781
1267440,s3754112
1267440,s671026302
1267440,s65690449
1267440,s65087278
1267440,s374222191
1267440,s88987063
1267440,s40067721
1267440,s620353002
1267440,s5935533
1861248,s89031653
1861248,s126772767
1861248,s370862821
1861248,s17490403
1861248,s89031641
1861248,s559269712
1861248,s119368280
1861248,s464614782
1861248,s370862911
1861248,s63104240
1861248,s585063232
1861248,s63104230
1861248,s132937454
1861248,s68945548
1861248,s75353826
1861248,s365936471
1861248,s17545210
1861248,s489527872
